ENA.Accession.Number,Isolate,Lane.accession,Sequecning Status,Year,CTZ,CTX,AMP,AMX,AMC,TZP,CXM,CET,GEN,TBM,TMP,CIP
ERS838830,18090_7#81,ERR1218677,Previously sequenced,2015,I,R,R,,R,S,R,R,S,S,S,R
ERS838832,18090_7#82,ERR1218678,Previously sequenced,2015,I,R,R,,S,S,R,R,S,S,S,S
ERS838834,18090_7#83,ERR1218679,Previously sequenced,2015,I,R,R,,S,S,R,R,S,S,S,S
ERS838836,18090_7#84,ERR1218680,Previously sequenced,2015,I,R,R,,S,S,R,R,S,S,S,S
ERS838838,18090_7#85,ERR1218681,Previously sequenced,2015,S,R,R,,S,S,R,R,R,R,S,S
ERS838840,18090_7#86,ERR1218682,Previously sequenced,2015,R,R,R,,S,S,R,R,S,S,R,R
ERS838843,18090_7#87,ERR1218683,Previously sequenced,2015,S,R,R,,R,S,R,R,R,R,R,S
ERS838845,18090_7#88,ERR1218684,Previously sequenced,2015,S,R,R,,R,S,R,R,R,R,R,R
ERS838847,18090_7#89,ERR1218685,Previously sequenced,2015,S,R,R,,R,S,R,R,R,R,S,S
ERS838818,18090_7#8,ERR1218604,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,S,R
ERS838849,18090_7#90,ERR1218686,Previously sequenced,2015,I,R,R,,S,S,R,R,R,R,S,S
ERS838852,18090_7#91,ERR1218687,Previously sequenced,2015,R,R,R,,S,S,R,R,S,S,S,S
ERS838854,18090_7#92,ERR1218688,Previously sequenced,2015,R,R,R,,S,S,R,R,R,I,S,I
ERS838856,18090_7#93,ERR1218689,Previously sequenced,2015,R,R,R,,S,S,R,R,S,S,R,R
ERS838857,18090_7#94,ERR1218690,Previously sequenced,2015,R,R,R,,R,R,R,R,R,R,R,R
ERS838821,18090_7#9,ERR1218605,Previously sequenced,2015,R,R,R,,R,S,R,R,R,R,R,R
ERS838877,18090_8#10,ERR1218700,Previously sequenced,2015,R,R,R,,R,R,R,R,R,R,S,R
ERS838879,18090_8#11,ERR1218701,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,R
ERS838881,18090_8#12,ERR1218702,Previously sequenced,2015,S,R,R,,S,S,R,R,R,I,R,S
ERS838883,18090_8#13,ERR1218703,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,S,S
ERS838885,18090_8#14,ERR1218704,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,S,S
ERS838920,18090_8#15,ERR1218705,Previously sequenced,2015,R,R,R,,R,R,R,R,R,R,R,R
ERS838924,18090_8#16,ERR1218706,Previously sequenced,2015,I,R,R,,S,S,R,R,S,S,S,S
ERS838925,18090_8#17,ERR1218707,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,R
ERS838930,18090_8#18,ERR1218708,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,R
ERS838942,18090_8#19,ERR1218709,Previously sequenced,2015,S,R,R,,S,S,R,R,R,R,R,S
ERS838859,18090_8#1,ERR1218691,Previously sequenced,2015,I,R,R,,R,R,R,R,I,R,R,R
ERS838946,18090_8#20,ERR1218710,Previously sequenced,2015,S,R,R,,S,S,R,R,R,R,R,I
ERS838954,18090_8#21,ERR1218711,Previously sequenced,2015,S,R,R,,R,S,R,R,R,R,R,S
ERS838970,18090_8#22,ERR1218712,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,R
ERS838973,18090_8#23,ERR1218713,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,R
ERS838982,18090_8#24,ERR1218714,Previously sequenced,2015,R,R,R,,S,S,R,R,R,R,R,R
ERS838984,18090_8#25,ERR1218715,Previously sequenced,2015,S,R,R,,S,S,R,R,R,R,S,R
ERS838992,18090_8#26,ERR1218716,Previously sequenced,2015,I,R,R,,R,S,R,R,R,I,I,R
ERS838998,18090_8#27,ERR1218717,Previously sequenced,2015,R,R,R,,R,S,R,R,R,R,R,S
ERS839000,18090_8#28,ERR1218718,Previously sequenced,2015,R,R,R,,R,S,R,R,S,R,R,R
ERS839002,18090_8#29,ERR1218719,Previously sequenced,2015,S,R,R,,S,S,R,R,R,R,R,R
ERS838861,18090_8#2,ERR1218692,Previously sequenced,2015,S,R,R,,S,S,R,R,S,S,R,R
ERS839005,18090_8#30,ERR1218720,Previously sequenced,2015,S,R,R,,S,S,R,R,R,R,R,S
ERS839009,18090_8#31,ERR1218721,Previously sequenced,2015,R,R,R,,R,R,R,R,R,R,S,R
ERS839020,18090_8#33,ERR1218723,Previously sequenced,2015,S,R,R,,R,S,R,R,R,R,S,S
ERS838863,18090_8#3,ERR1218693,Previously sequenced,2015,R,R,R,,R,R,R,R,I,R,R,R
ERS838955,18090_8#46,ERR1218736,Previously sequenced,2015,S,S,R,,S,S,S,I,S,S,S,S
ERS838865,18090_8#4,ERR1218694,Previously sequenced,2015,I,R,R,,S,S,R,R,R,R,S,R
ERS838867,18090_8#5,ERR1218695,Previously sequenced,2015,S,R,R,,S,S,R,R,R,S,S,S
ERS838869,18090_8#6,ERR1218696,Previously sequenced,2015,S,R,R,,S,S,R,R,S,S,S,S
ERS838871,18090_8#7,ERR1218697,Previously sequenced,2015,S,R,R,,S,S,R,R,R,R,R,R
ERS839037,18090_8#84,ERR1218774,Previously sequenced,2015,I,R,R,,S,S,R,R,S,S,S,S
ERS838873,18090_8#8,ERR1218698,Previously sequenced,2015,R,R,R,,S,S,R,R,R,I,R,R
ERS1995070,24742_1#100,ERS1995070,Newly sequenced,,S,S,R,,,,S,S,S,S,S,S
ERS1995071,24742_1#101,ERS1995071,Newly sequenced,,S,S,R,,,,S,S,S,S,S,S
ERS1995072,24742_1#102,ERS1995072,Newly sequenced,,S,S,R,,,,S,S,S,S,S,S
ERS1995073,24742_1#103,ERS1995073,Newly sequenced,,S,S,S,,,,S,S,S,S,S,S
ERS1995075,24742_1#105,ERS1995075,Newly sequenced,,S,S,R,,,,S,S,S,S,S,S
ERS1994945,24742_1#11,ERS1994945,Newly sequenced,2017,S,S,R,,,,R,S,S,S,S,S
ERS1995095,24742_1#125,ERS1995095,Newly sequenced,,S,S,S,,,,S,S,S,S,S,S
ERS1995097,24742_1#127,ERS1995097,Newly sequenced,,S,S,S,,,,S,S,S,S,S,S
ERS1995098,24742_1#128,ERS1995098,Newly sequenced,,S,S,S,,,,S,S,S,S,S,S
ERS1994946,24742_1#12,ERS1994946,Newly sequenced,2017,S,S,R,,,,S,S,S,S,R,S
ERS1995100,24742_1#130,ERS1995100,Newly sequenced,,S,S,S,,,,S,S,S,S,S,S
ERS1995103,24742_1#133,ERS1995103,Newly sequenced,,S,S,S,,,,S,S,S,S,S,S
ERS1995104,24742_1#134,ERS1995104,Newly sequenced,1997,S,S,S,,,,S,S,S,S,S,S
ERS1995106,24742_1#135,ERS1995106,Newly sequenced,,S,S,R,,,,S,R,S,R,S,S
ERS1995112,24742_1#137,ERS1995112,Newly sequenced,,S,S,S,,,,S,S,S,S,R,S
ERS1995113,24742_1#138,ERS1995113,Newly sequenced,,S,S,S,,,,S,S,S,S,S,S
ERS1995114,24742_1#139,ERS1995114,Newly sequenced,,S,S,R,,,,S,S,S,R,S,S
ERS1994947,24742_1#13,ERS1994947,Newly sequenced,2017,S,S,R,,,,S,S,S,S,R,S
ERS1995115,24742_1#140,ERS1995115,Newly sequenced,2012,R,R,R,,,,R,R,R,R,R,R
ERS1995116,24742_1#141,ERS1995116,Newly sequenced,,S,S,R,,,,S,S,S,S,S,S
ERS1995117,24742_1#142,ERS1995117,Newly sequenced,,R,R,R,,,,R,R,R,R,R,R
ERS1995118,24742_1#143,ERS1995118,Newly sequenced,,S,S,S,,,,S,S,S,S,S,S
ERS1995119,24742_1#144,ERS1995119,Newly sequenced,,S,S,R,,,,S,R,S,R,S,S
ERS1995122,24742_1#145,ERS1995122,Newly sequenced,2013,S,S,R,,,,S,R,S,S,R,S
ERS1995124,24742_1#146,ERS1995124,Newly sequenced,,S,S,R,,,,S,S,S,S,S,S
ERS1995126,24742_1#148,ERS1995126,Newly sequenced,1999,S,S,R,,,,S,R,S,S,R,S
ERS1995127,24742_1#149,ERS1995127,Newly sequenced,,S,S,R,,,,S,S,R,R,S,S
ERS1994948,24742_1#14,ERS1994948,Newly sequenced,2017,S,R,R,,,,R,S,S,S,R,S
ERS1995128,24742_1#150,ERS1995128,Newly sequenced,,S,S,S,,,,S,S,S,S,S,S
ERS1995131,24742_1#153,ERS1995131,Newly sequenced,,S,S,R,,,,S,S,S,S,R,S
ERS1995132,24742_1#154,ERS1995132,Newly sequenced,,R,S,R,,,,R,R,S,S,S,R
ERS1995133,24742_1#155,ERS1995133,Newly sequenced,,S,S,R,,,,S,S,S,S,S,S
ERS1995137,24742_1#156,ERS1995137,Newly sequenced,2013,R,R,R,,,,R,R,R,R,S,R
ERS1995138,24742_1#157,ERS1995138,Newly sequenced,2002,R,R,R,,,,R,R,R,R,S,R
ERS1995140,24742_1#158,ERS1995140,Newly sequenced,,S,S,R,,,,S,S,S,S,S,S
ERS1995141,24742_1#159,ERS1995141,Newly sequenced,1994,S,S,S,,,,S,S,S,S,S,S
ERS1994950,24742_1#15,ERS1994950,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995146,24742_1#162,ERS1995146,Newly sequenced,,S,S,S,,,,S,S,S,R,S,S
ERS1995150,24742_1#164,ERS1995150,Newly sequenced,1998,S,S,R,,,,S,S,S,S,S,S
ERS1995152,24742_1#165,ERS1995152,Newly sequenced,2005,S,S,S,,,,S,S,S,R,R,S
ERS1995155,24742_1#166,ERS1995155,Newly sequenced,1999,S,S,R,,,,S,S,S,S,R,S
ERS1995156,24742_1#167,ERS1995156,Newly sequenced,,R,S,R,,,,S,R,S,S,S,S
ERS1995157,24742_1#168,ERS1995157,Newly sequenced,2005,R,S,R,,,,R,R,R,R,S,S
ERS1995162,24742_1#169,ERS1995162,Newly sequenced,,S,S,R,,,,S,S,S,R,R,S
ERS1994951,24742_1#16,ERS1994951,Newly sequenced,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995167,24742_1#170,ERS1995167,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995168,24742_1#171,ERS1995168,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995170,24742_1#172,ERS1995170,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995171,24742_1#173,ERS1995171,Newly sequenced,2017,R,R,R,,,,R,R,S,S,R,R
ERS1995172,24742_1#174,ERS1995172,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995173,24742_1#175,ERS1995173,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995174,24742_1#176,ERS1995174,Newly sequenced,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995175,24742_1#177,ERS1995175,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995176,24742_1#178,ERS1995176,Newly sequenced,2017,S,S,R,,,,R,S,S,S,S,S
ERS1995177,24742_1#179,ERS1995177,Newly sequenced,2017,R,S,R,,,,R,R,S,S,S,R
ERS1994952,24742_1#17,ERS1994952,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995178,24742_1#180,ERS1995178,Newly sequenced,2017,S,S,S,,,,R,S,S,S,S,S
ERS1995179,24742_1#181,ERS1995179,Newly sequenced,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995180,24742_1#182,ERS1995180,Newly sequenced,2017,S,S,R,,,,S,R,S,S,R,S
ERS1995181,24742_1#183,ERS1995181,Newly sequenced,2017,R,R,R,,,,R,R,S,S,R,R
ERS1995182,24742_1#184,ERS1995182,Newly sequenced,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995184,24742_1#185,ERS1995184,Newly sequenced,2017,R,S,S,,,,R,R,S,S,S,R
ERS1995185,24742_1#186,ERS1995185,Newly sequenced,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995186,24742_1#187,ERS1995186,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995187,24742_1#188,ERS1995187,Newly sequenced,2017,S,S,R,,,,R,R,S,S,S,R
ERS1995188,24742_1#189,ERS1995188,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1994956,24742_1#18,ERS1994956,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,R
ERS1995189,24742_1#190,ERS1995189,Newly sequenced,2017,R,S,R,,,,S,S,S,S,S,S
ERS1995192,24742_1#191,ERS1995192,Newly sequenced,2017,R,R,R,,,,R,R,S,S,R,R
ERS1995193,24742_1#192,ERS1995193,Newly sequenced,2017,S,S,R,,,,S,S,S,S,R,S
ERS1995194,24742_1#193,ERS1995194,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995195,24742_1#194,ERS1995195,Newly sequenced,2017,R,R,R,,,,R,R,S,S,R,R
ERS1995197,24742_1#195,ERS1995197,Newly sequenced,2017,R,S,R,,,,S,S,S,S,R,S
ERS1995198,24742_1#196,ERS1995198,Newly sequenced,2017,R,S,R,,,,R,R,S,S,R,R
ERS1995199,24742_1#197,ERS1995199,Newly sequenced,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995200,24742_1#198,ERS1995200,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995201,24742_1#199,ERS1995201,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1994958,24742_1#19,ERS1994958,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1994919,24742_1#1,ERS1994919,Newly sequenced,2008,R,R,R,,,,R,R,S,R,R,R
ERS1995202,24742_1#200,ERS1995202,Newly sequenced,2017,S,S,R,,,,S,S,S,S,R,S
ERS1995203,24742_1#201,ERS1995203,Newly sequenced,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995206,24742_1#204,ERS1995206,Newly sequenced,,S,S,S,,,,S,S,S,S,S,S
ERS1995210,24742_1#205,ERS1995210,Newly sequenced,2008,R,R,R,,,,R,R,R,R,R,S
ERS1995213,24742_1#207,ERS1995213,Newly sequenced,2008,R,R,R,,,,R,R,R,R,R,R
ERS1995214,24742_1#208,ERS1995214,Newly sequenced,2008,R,R,R,,,,R,R,S,S,R,S
ERS1995215,24742_1#209,ERS1995215,Newly sequenced,2008,R,R,R,,,,R,R,R,R,R,S
ERS1994961,24742_1#20,ERS1994961,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995216,24742_1#210,ERS1995216,Newly sequenced,2008,R,R,R,,,,R,R,R,R,R,R
ERS1995217,24742_1#211,ERS1995217,Newly sequenced,2008,R,R,R,,,,R,R,R,R,R,R
ERS1995218,24742_1#212,ERS1995218,Newly sequenced,2008,R,R,R,,,,R,R,R,R,R,S
ERS1995219,24742_1#213,ERS1995219,Newly sequenced,2008,R,R,R,,,,R,R,S,S,R,S
ERS1995220,24742_1#214,ERS1995220,Newly sequenced,2008,R,R,R,,,,R,R,R,R,R,R
ERS1995221,24742_1#215,ERS1995221,Newly sequenced,2008,R,R,R,,,,R,R,R,R,S,R
ERS1995223,24742_1#216,ERS1995223,Newly sequenced,2008,R,R,R,,,,R,R,R,R,R,S
ERS1995224,24742_1#217,ERS1995224,Newly sequenced,2008,R,R,R,,,,R,R,S,R,R,R
ERS1995225,24742_1#218,ERS1995225,Newly sequenced,2009,R,R,R,,,,R,R,S,S,R,S
ERS1995227,24742_1#219,ERS1995227,Newly sequenced,2008,R,S,R,,,,S,R,S,R,S,S
ERS1994963,24742_1#21,ERS1994963,Newly sequenced,2017,S,S,R,,,,S,S,R,R,S,S
ERS1995229,24742_1#220,ERS1995229,Newly sequenced,2009,R,R,R,,,,R,R,S,R,R,R
ERS1995231,24742_1#221,ERS1995231,Newly sequenced,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995232,24742_1#222,ERS1995232,Newly sequenced,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995233,24742_1#223,ERS1995233,Newly sequenced,2009,R,R,R,,,,R,R,S,R,R,R
ERS1995235,24742_1#224,ERS1995235,Newly sequenced,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995236,24742_1#225,ERS1995236,Newly sequenced,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995238,24742_1#226,ERS1995238,Newly sequenced,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995239,24742_1#227,ERS1995239,Newly sequenced,2009,R,R,R,,,,R,R,S,S,R,R
ERS1995240,24742_1#228,ERS1995240,Newly sequenced,2009,R,R,R,,,,R,R,S,R,R,R
ERS1995241,24742_1#229,ERS1995241,Newly sequenced,2009,R,R,R,,,,R,R,S,R,R,R
ERS1995242,24742_1#230,ERS1995242,Newly sequenced,2009,R,R,R,,,,R,R,S,S,S,R
ERS1995244,24742_1#231,ERS1995244,Newly sequenced,2009,R,R,R,,,,R,R,S,S,R,R
ERS1995245,24742_1#232,ERS1995245,Newly sequenced,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995248,24742_1#233,ERS1995248,Newly sequenced,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995250,24742_1#234,ERS1995250,Newly sequenced,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995252,24742_1#235,ERS1995252,Newly sequenced,2009,R,R,R,,,,R,R,R,R,R,S
ERS1995253,24742_1#236,ERS1995253,Newly sequenced,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995254,24742_1#237,ERS1995254,Newly sequenced,2009,R,R,R,,,,R,R,S,R,R,S
ERS1995255,24742_1#238,ERS1995255,Newly sequenced,2009,R,R,R,,,,R,R,R,R,R,S
ERS1995256,24742_1#239,ERS1995256,Newly sequenced,2009,R,R,R,,,,R,R,R,R,R,S
ERS1995258,24742_1#240,ERS1995258,Newly sequenced,2009,R,R,R,,,,R,R,S,R,S,R
ERS1995259,24742_1#241,ERS1995259,Newly sequenced,2009,R,R,R,,,,R,R,S,S,R,R
ERS1995260,24742_1#242,ERS1995260,Newly sequenced,2009,R,R,R,,,,R,R,R,R,R,S
ERS1995262,24742_1#243,ERS1995262,Newly sequenced,2017,R,R,R,,,,R,R,S,S,S,S
ERS1995286,24742_1#244,ERS1995286,Newly sequenced,2017,R,R,R,,,,R,R,S,S,S,S
ERS1995287,24742_1#245,ERS1995287,Newly sequenced,2017,R,S,R,,,,R,R,S,S,S,S
ERS1995288,24742_1#246,ERS1995288,Newly sequenced,2017,R,R,R,,,,R,R,S,S,R,S
ERS1995291,24742_1#248,ERS1995291,Newly sequenced,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995293,24742_1#249,ERS1995293,Newly sequenced,2017,S,S,R,,,,S,S,R,R,S,S
ERS1995297,24742_1#251,ERS1995297,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995264,24742_1#252,ERS1995264,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995265,24742_1#253,ERS1995265,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995269,24742_1#255,ERS1995269,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995270,24742_1#256,ERS1995270,Newly sequenced,2017,R,R,R,,,,R,S,S,S,S,S
ERS1995273,24742_1#258,ERS1995273,Newly sequenced,2017,S,S,R,,,,S,R,S,S,S,S
ERS1995274,24742_1#259,ERS1995274,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1994970,24742_1#25,ERS1994970,Newly sequenced,,S,S,R,,,,S,S,S,S,S,S
ERS1995275,24742_1#260,ERS1995275,Newly sequenced,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995276,24742_1#261,ERS1995276,Newly sequenced,2017,R,S,R,,,,S,R,S,S,S,S
ERS1995277,24742_1#262,ERS1995277,Newly sequenced,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995279,24742_1#263,ERS1995279,Newly sequenced,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995280,24742_1#264,ERS1995280,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995281,24742_1#265,ERS1995281,Newly sequenced,2017,S,S,R,,,,S,S,R,R,S,S
ERS1995282,24742_1#266,ERS1995282,Newly sequenced,2017,S,S,R,,,,S,R,S,S,R,S
ERS1994918,24742_1#268,ERS1994918,Newly sequenced,2008,R,R,R,,,,R,R,R,R,R,R
ERS1994920,24742_1#269,ERS1994920,Newly sequenced,2008,R,R,R,,,,R,R,S,R,R,R
ERS1994921,24742_1#270,ERS1994921,Newly sequenced,2008,R,R,R,,,,R,R,S,R,S,S
ERS1994922,24742_1#271,ERS1994922,Newly sequenced,2008,R,R,R,,,,R,R,R,R,R,S
ERS1994923,24742_1#272,ERS1994923,Newly sequenced,2008,R,R,R,,,,R,R,R,R,R,S
ERS1994924,24742_1#273,ERS1994924,Newly sequenced,2008,R,S,R,,,,R,R,R,R,R,S
ERS1994927,24742_1#274,ERS1994927,Newly sequenced,2008,R,R,R,,,,R,R,S,R,S,R
ERS1994928,24742_1#275,ERS1994928,Newly sequenced,2008,R,R,R,,,,R,R,R,R,R,S
ERS1994932,24742_1#276,ERS1994932,Newly sequenced,2008,R,R,R,,,,R,R,R,R,R,R
ERS1994934,24742_1#277,ERS1994934,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1994935,24742_1#278,ERS1994935,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1994936,24742_1#279,ERS1994936,Newly sequenced,2017,R,R,R,,,,R,R,S,S,S,S
ERS1994938,24742_1#280,ERS1994938,Newly sequenced,2017,R,S,R,,,,R,R,S,S,S,S
ERS1994940,24742_1#281,ERS1994940,Newly sequenced,2017,S,S,S,,,,S,S,S,S,S,S
ERS1994941,24742_1#282,ERS1994941,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1994942,24742_1#283,ERS1994942,Newly sequenced,2017,S,S,S,,,,S,S,S,S,S,S
ERS1994949,24742_1#285,ERS1994949,Newly sequenced,2017,S,S,R,,,,S,S,S,S,R,S
ERS1994953,24742_1#286,ERS1994953,Newly sequenced,2017,S,S,R,,,,S,S,S,S,R,S
ERS1994954,24742_1#287,ERS1994954,Newly sequenced,2017,S,R,R,,,,S,R,R,R,S,S
ERS1994955,24742_1#288,ERS1994955,Newly sequenced,2017,S,S,R,,,,S,S,R,R,R,S
ERS1994957,24742_1#289,ERS1994957,Newly sequenced,2017,S,S,S,,,,S,S,S,S,S,S
ERS1994959,24742_1#290,ERS1994959,Newly sequenced,2017,S,S,R,,,,S,S,S,R,S,S
ERS1994960,24742_1#291,ERS1994960,Newly sequenced,2017,S,S,R,,,,S,S,S,S,R,S
ERS1994962,24742_1#292,ERS1994962,Newly sequenced,2017,S,S,R,,,,S,R,S,R,S,S
ERS1994965,24742_1#294,ERS1994965,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1994980,24742_1#297,ERS1994980,Newly sequenced,,S,S,S,,,,S,S,S,S,S,S
ERS1994925,24742_1#2,ERS1994925,Newly sequenced,2008,R,R,R,,,,R,R,R,R,R,R
ERS1995017,24742_1#300,ERS1995017,Newly sequenced,2008,R,R,R,,,,R,R,S,R,S,R
ERS1995018,24742_1#301,ERS1995018,Newly sequenced,2008,R,R,R,,,,R,R,S,R,S,S
ERS1995019,24742_1#302,ERS1995019,Newly sequenced,2008,R,R,R,,,,R,R,S,R,R,R
ERS1995021,24742_1#303,ERS1995021,Newly sequenced,2008,R,R,R,,,,R,R,R,R,R,R
ERS1995023,24742_1#304,ERS1995023,Newly sequenced,2008,R,R,R,,,,R,R,R,R,R,R
ERS1995029,24742_1#307,ERS1995029,Newly sequenced,,S,S,R,,,,S,S,S,S,S,S
ERS1995059,24742_1#318,ERS1995059,Newly sequenced,,R,S,R,,,,R,R,S,S,R,S
ERS1995105,24742_1#320,ERS1995105,Newly sequenced,2008,S,S,S,,,,S,S,S,S,S,S
ERS1995107,24742_1#321,ERS1995107,Newly sequenced,,S,S,R,,,,S,S,S,S,S,S
ERS1995110,24742_1#322,ERS1995110,Newly sequenced,1998,S,S,S,,,,S,S,S,S,S,S
ERS1995111,24742_1#323,ERS1995111,Newly sequenced,,R,R,R,,,,R,R,R,R,R,R
ERS1995120,24742_1#324,ERS1995120,Newly sequenced,,S,S,R,,,,S,S,S,S,S,S
ERS1995123,24742_1#326,ERS1995123,Newly sequenced,,S,R,R,,,,S,S,R,S,S,S
ERS1995134,24742_1#327,ERS1995134,Newly sequenced,1999,S,S,R,,,,S,S,S,R,R,S
ERS1995135,24742_1#328,ERS1995135,Newly sequenced,2007,R,R,R,,,,R,R,S,R,R,R
ERS1995136,24742_1#329,ERS1995136,Newly sequenced,,R,S,R,,,,R,R,S,S,S,S
ERS1995139,24742_1#330,ERS1995139,Newly sequenced,,S,S,R,,,,S,S,S,S,S,S
ERS1995144,24742_1#331,ERS1995144,Newly sequenced,,S,R,R,,,,R,S,R,R,S,S
ERS1995145,24742_1#332,ERS1995145,Newly sequenced,2007,R,R,R,,,,R,R,S,R,R,R
ERS1995148,24742_1#333,ERS1995148,Newly sequenced,1998,R,S,R,,,,S,S,S,S,S,S
ERS1995149,24742_1#334,ERS1995149,Newly sequenced,2013,S,S,R,,,,S,S,S,S,S,S
ERS1995151,24742_1#335,ERS1995151,Newly sequenced,1977,S,S,R,,,,S,S,R,R,S,S
ERS1995153,24742_1#336,ERS1995153,Newly sequenced,2005,R,R,R,,,,R,R,R,R,R,R
ERS1995154,24742_1#337,ERS1995154,Newly sequenced,,R,R,R,,,,R,R,R,R,R,S
ERS1995159,24742_1#339,ERS1995159,Newly sequenced,2005,R,R,R,,,,R,R,R,R,R,S
ERS1994979,24742_1#33,ERS1994979,Newly sequenced,,S,S,R,,,,S,S,S,S,S,S
ERS1995160,24742_1#340,ERS1995160,Newly sequenced,,S,S,R,,,,S,S,R,R,R,S
ERS1995161,24742_1#341,ERS1995161,Newly sequenced,2014,S,S,R,,,,S,S,S,S,S,S
ERS1995163,24742_1#342,ERS1995163,Newly sequenced,1999,S,S,R,,,,S,S,S,S,S,S
ERS1995164,24742_1#343,ERS1995164,Newly sequenced,1970,S,R,R,,,,R,R,R,R,R,S
ERS1995165,24742_1#344,ERS1995165,Newly sequenced,,S,S,S,,,,S,S,S,S,S,S
ERS1995166,24742_1#345,ERS1995166,Newly sequenced,2005,R,R,R,,,,R,R,R,R,R,S
ERS1995183,24742_1#347,ERS1995183,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995190,24742_1#348,ERS1995190,Newly sequenced,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995196,24742_1#350,ERS1995196,Newly sequenced,2017,S,S,R,,,,S,S,S,S,R,S
ERS1995207,24742_1#351,ERS1995207,Newly sequenced,,S,S,S,,,,S,S,S,S,S,S
ERS1995208,24742_1#352,ERS1995208,Newly sequenced,2008,R,R,R,,,,R,R,S,S,R,S
ERS1995209,24742_1#353,ERS1995209,Newly sequenced,2008,R,R,R,,,,R,R,S,S,S,S
ERS1995211,24742_1#354,ERS1995211,Newly sequenced,2008,R,R,R,,,,R,R,S,R,R,R
ERS1995222,24742_1#355,ERS1995222,Newly sequenced,2008,R,R,R,,,,R,R,S,S,R,S
ERS1995226,24742_1#356,ERS1995226,Newly sequenced,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995228,24742_1#357,ERS1995228,Newly sequenced,2008,R,R,R,,,,R,R,S,S,S,S
ERS1995230,24742_1#358,ERS1995230,Newly sequenced,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995237,24742_1#360,ERS1995237,Newly sequenced,2009,R,R,R,,,,R,R,S,R,S,R
ERS1995243,24742_1#361,ERS1995243,Newly sequenced,2009,R,R,R,,,,R,R,S,S,R,S
